iter	RMSE
649	2.60268127
650	2.601161904
651	2.599096797
652	2.596814808
653	2.593524054
654	2.591163921
655	2.588136747
656	2.586450767
657	2.586198779
658	2.586020836
659	2.583721547
660	2.582270992
661	2.581574472
662	2.578571291
663	2.577082217
664	2.574462171
665	2.572569756
666	2.56985792
667	2.568324733
668	2.567109713
669	2.565724027
670	2.564289205
671	2.563005536
672	2.559462984
673	2.558584105
674	2.558177506
675	2.555891749
676	2.554045582
677	2.551782983
678	2.551559436
679	2.549870879
680	2.548249514
681	2.546768154
682	2.544836345
683	2.544566854
684	2.541838806
685	2.539714703
686	2.538053987
687	2.535315196
688	2.533841549
689	2.53176596
690	2.530088986
691	2.528780117
692	2.526585119
693	2.524051386
694	2.522372806
695	2.521116451
696	2.519337482
697	2.518032777
698	2.516051036
699	2.514883896
700	2.513121741
701	2.510514341
702	2.508599862
703	2.506894836
704	2.504510612
705	2.501772239
706	2.500167206
707	2.498685394
708	2.496757999
709	2.495508677
710	2.494048065
711	2.491835151
712	2.489155885
713	2.487814429
714	2.485725865
715	2.48365165
716	2.482821233
717	2.481443823
718	2.481154184
719	2.479497387
720	2.47658264
721	2.475105395
722	2.473496406
723	2.471683261
724	2.468114389
725	2.467908968
726	2.46646301
727	2.464586875
728	2.463163228
729	2.462967545
730	2.461128851
731	2.459541062
732	2.456311337
733	2.454572089
734	2.45195367
735	2.451775364
736	2.449025704
737	2.447975827
738	2.444926024
739	2.442960203
740	2.440758102
741	2.43854016
742	2.437238712
743	2.437011907
744	2.43676183
745	2.436183816
746	2.434638642
747	2.431986255
748	2.430377779
749	2.428642198
750	2.428070359
751	2.426487591
752	2.425928085
753	2.424042073
754	2.422441177
755	2.4210609
756	2.419130263
757	2.418072745
758	2.416153101
759	2.415850289
760	2.412954911
761	2.411020876
762	2.409899976
763	2.407823053
764	2.406578611
765	2.405036061
766	2.404865204
767	2.402376515
768	2.401400832
769	2.400049438
770	2.399756063
771	2.398028547
772	2.396889766
773	2.395232324
774	2.393645867
775	2.393485682
776	2.393323375
777	2.393091901
778	2.392494966
779	2.390787696
780	2.387589742
781	2.386563171
782	2.384605531
783	2.383914976
784	2.382623313
785	2.381163627
786	2.380636351
787	2.379061323
788	2.377005449
789	2.375509924
790	2.374947354
791	2.37376198
792	2.371376184
793	2.369660424
794	2.368723056
795	2.367097026
796	2.364897168
797	2.363053538
798	2.361960495
799	2.360134183
800	2.358644657
801	2.357302268
802	2.355978582
803	2.355056795
804	2.352773688
805	2.350758462
806	2.349075562
807	2.346505363
808	2.345154876
809	2.341977423
810	2.341049991
811	2.339211318
812	2.337714026
813	2.337164785
814	2.335681957
815	2.335495978
816	2.33440442
817	2.333274346
818	2.330590515
819	2.329047335
820	2.327732045
821	2.326129787
822	2.324729614
823	2.323784999
824	2.322520932
825	2.322407108
826	2.320943344
827	2.320206242
828	2.318676478
829	2.31761912
830	2.315326718
831	2.314025425
832	2.312286089
833	2.309811527
834	2.308697905
835	2.3074368
836	2.307302298
837	2.306400172
838	2.305612641
839	2.304315781
840	2.302748826
841	2.301216459
842	2.299428134
843	2.298316975
844	2.297242033
845	2.295449803
846	2.294469447
847	2.29334319
848	2.291903442
849	2.289368256
850	2.288965472
851	2.288735512
852	2.287054141
853	2.28560174
854	2.285376367
855	2.284350682
856	2.283249264
857	2.282049375
858	2.280725822
859	2.279947158
860	2.279015778
861	2.277738131
862	2.275500828
863	2.274110213
864	2.273167848
865	2.27196583
866	2.270931485
867	2.269341544
868	2.268462515
869	2.267785184
870	2.266061176
871	2.265194548
872	2.26269289
873	2.261027495
874	2.259657691
875	2.258816717
876	2.257825186
877	2.256490642
878	2.255682178
879	2.254205369
880	2.254080492
881	2.252615414
882	2.25073374
883	2.250455753
884	2.250007795
885	2.249893424
886	2.24861162
887	2.247701058
888	2.246447772
889	2.246344686
890	2.245130899
891	2.244640802
892	2.24272581
893	2.241361131
894	2.240487677
895	2.239349628
896	2.238150137
897	2.236918631
898	2.23600918
899	2.2348295
